sen_ID,sentence,attribute,sub_attr,attr_class,# attributes,sent_class_og,sent_class
1380,The restaurant is very normal for Chinese style restaurants.,general,,5,,2,1
1381,"Our service was a bit slow (or perhaps the kitchen was behind?), for which the waiter profusely apologized.",service,,3,,2,1
1382,I think everything is shipped to them as-is and they thaw/assemble/cook it on demand.,food,,1,,2,1
1383,Lots of beers if you are a beer drinker.,food,,1,,3,2
1384,"After having seen the demise of two 'Soul Food' restaurants in this space over the course of four months, heartbroken that they couldn't make them go and missing the fried chicken like mad, I was happy to see something else 'small' open in this site.",general,,5,,3,2
1385,"It seemed everyone else enjoyed their meals as well, although the buffalo burger seemed a tad small.",food,,1,,3,2
1386,"A big part of what makes their steaks so good isn't just the premium beef they use, but the crusty chewy French bread the subs are served on.",food,,1,,3,2
1387,"I hate to bag on a small family-run business like this, but that stuff has to be taken care of and the service needs to be faster.",service,,3,,1,0
1388,"The space itself needs repair: broken floor tile, damaged veneer, a mopping.",ambiance,,0,,1,0
1389,"I AM a sweet potato fan, so Verde's sweet potato-brisket hash was the perfect solution to my problem!",food,,1,,3,2
1390,I added a combo of chips and a drink also.,price,,4,,3,2
1391,"I didn't try my friend's burger but she ate it all, so she must've liked it fine (after she picked off the remaining onion bits).",food,,1,,3,2
1392,Don't be swayed by the entrance or the shady North Side around it Nicky's is a diamond in the ruff.,general,,5,,4,2
1393,This place is a gem!,general,,5,,4,2
1394,"The cider was decent, not sweet but a bit tart and sour.",food,,1,,2,1
1395,"While we had no problem this past Sunday, in the summer, I've seen fruit flies swarming around the salad bar.",ambiance,,0,,1,0
1396,"I love the women who work there, too.",service,,3,,4,2
1397,These folks are extremely popular so at peak times it's mobbed.,ambiance,,0,,1,0
1398,"Thus, while I may stop by occasionally while I'm in Bloomfield, I wouldn't go out of my way to come here specifically.",location,,2,,3,2
1399,"There are other quality sandwich shops downtown with better sandwiches, but not at this low a price and this fast service.",price,,4,,3,2
1400,The downside is the price are a little high but not to bad though.,price,,4,,1,0
1401,We got takeout here one recent Sunday and were impressed.,food,,1,,3,2
1402,I ordered the Goat Cheese Salad with a side of Mac n' Cheese.,food,,1,,2,1
1403,The eggs looked cold and foul.,food,,1,,0,0
1404,"We had whole wheat pizza, quesadilla, crab macaroni and cheese, and a wedge salad.",food,,1,,2,1
1405,I understood the name of the restaurant when we were seated at a long pub table where strangers can sit next to you.,ambiance,,0,,3,2
1406,"Sometimes, the area was a little shady, especially at night since this was a huge party area so I wouldnt go alone during these times or make sure nothing shady is going on around the shop on Friday/Saturday night.",ambiance,,0,,1,0
1407,Get with 2015 and allow people to buy online and skip the ticket counter.,service,,3,,1,0
1408,The tables all have umbrellas so you aren't in the direct sun.,ambiance,,0,,3,2
1409,"Small little space, the only thing that this restaurant has going for itself is that it's in Shadyside.",location,,2,,3,2
1410,"Both wines were flavorful and unique, and it was a truly great experience to have excellent wine again, compared to our usual bottles purchased cheaply from the store.",food,,1,,4,2
1411,They've got an interesting way to order.,service,,3,,3,2
1412,Always changing the specials.,service,,3,,3,2
1413,"The Anson Mills polenta, roasted tomato, garlic, crispy Brussels sprouts, and parmigiano-reggiano played very nicely together.",food,,1,,3,2
1414,Shiloh Grill is always a solidly good meal.,food,,1,,4,2
1415,"Half a star for that, and half a star for being cash only.",price,,4,,0,0
1416,Like.,general,,5,,3,2
1417,"I had the Mongolian beef, Beverly the Green Jade and our third member had the beef broccoli.",food,,1,,2,1
1418,I was surprised by the selections that they had.,food,,1,,3,2
1419,The reviewer who described the vibe of this place as a cross between a Starbucks and a high-end bakery was right on the money.,ambiance,,0,,3,2
1420,I'm not sure why--you have to open the door and then brush open the curtain to get inside.,service,,3,,2,1
1421,I've never had a disappointing burger.,food,,1,,3,2
1422,Hence the name Gluttony.,food,,1,,3,2
1423,"Though Primanti Brothers is really good, it is not as good at the stadium.",general,,5,,1,0
1424,I dont remember the name of what I got but it was beef and vegetables stir fried and then placed into a ring of deep fried bean paste.,food,,1,,2,1
1425,There are only 4 reviews so far and they are all good - and rightfully so.,food,,1,,3,2
1426,"In my opinion, it is worth it.",price,,4,,3,2
1427,But leek flan for sure which was surprisingly mild and quite good.),food,,1,,3,2
1428,The decor is charming and the I had never been to this part of town so I would recommend that folks check this area/place out if you've never been.,ambiance,,0,,3,2
1429,It was long egg noodles covered in a wonderful yellow curry sauce.,food,,1,,4,2
1430,I personally dislike when servers are constantly asking if you need anything.,service,,3,,1,0
1431,The cheese on my burrito had to be Velveeta... it tasted so wrong!,food,,1,,1,0
1432,I should have left then.,general,,5,,0,0
1433,That's ok.,general,,5,,2,1
1434,"And what's more, I'm always stuffed to the gills by the end.",food,,1,,3,2
1435,A few notes :   -They do allow smoking.,ambiance,,0,,1,0
1436,It tastes like the milk after you finish a bowl of Cinnamon Toast Crunch.,food,,1,,3,2
1437,"Then we split there pizza ""for one"" which was really good pizza.",food,,1,,4,2
1438,"For this visit, I ordered the grilled chicken platter which is grilled chicken (obviously), fries, lettuce, tomato, pita, a side salad, and tzatziki.",food,,1,,2,1
1439,The hamburgers are thrown in a bag and fall apart when you eat them.,food,,1,,1,0
1440,This was my first time here for dinner (I've had brunch here twice) and I was excited for the opportunity since it is so busy here and you need reservations typically to get a table.,service,,3,,2,1
1441,It amazes me how efficient they are to crank out breakfast and turnover tables as fast as they do.,service,,3,,4,2
1442,"I'd read good things about it in the ""Post-Gazette"" and the ""Tribune-Review"".",general,,5,,3,2
1443,"The complimentary ""breadsticks"" were more like crackers - no flavor or anything special about them.",food,,1,,1,0
1444,"For dessert, we shared the ice cream sandwich trio.",food,,1,,2,1
1445,These are tiny fried donut holes with chutney and sambar sauces.,food,,1,,2,1
1446,Pair this with a side of the fries and it's a mighty good meal that will remind you of what good finger food is.,food,,1,,3,2
1447,I've been craving a Carne Asada Burrito ever since I left home and you guys satisfy me.,food,,1,,3,2
1448,"In one corner, there was a fondue fountain, but the only things you could use in it was some anemic pieces of pineapple and mini marshmallows- not very appetizing,  I did enjoy the hibachi, although the chef poured oil and soy sauce on everything, so it all had the same flavor.",food,,1,,1,0
1449,I have given it three chances now and I'm done.,general,,5,,0,0
1450,"The only thing that is sad is they don't have bigger space, since this is the sort of place you want to camp out with a cupa.",ambiance,,0,,1,0
1451,Went to pick it up the girl at the front was very rude.,service,,3,,0,0
1452,Recently just went here after a year of refusing to in hopes that the customer service as well as quality of food would be improved.,service,,3,,1,0
1453,Upon arriving it took several minutes of giving our order multiple times for them to get it correct on the screen.,service,,3,,1,0
1454,"When one worker finally came to the window, we were asked if we even ordered.",service,,3,,1,0
1455,In which my husband had to then have our order taken again.,service,,3,,1,0
1456,After ordering for what seemed the tenth time we then waited another 15 minutes to recieve a deal d and bean burrito.,service,,3,,1,0
1457,All the while watching the workers make our food without gloves.,service,,3,,1,0
1458,We were horrified.,general,,5,,0,0
1459,To say the least if I could give this place any negative of a review I would.,general,,5,,0,0
1460,We will not be returning to this location!,general,,5,,0,0
1461,This place is a joke!,general,,5,,0,0
1462,Pizza is never ready.,service,,3,,0,0
1463,Saying I'm sorry for waiting for over two hours for a pizza isn't really asking to much is it ???,service,,3,,0,0
1464,"Set the scene: We were the only guests in the restaurant, it was Christmas Eve about 10:30 am.",ambiance,,0,,2,1
1465,Employees were slow and acted irritated that we came in.,service,,3,,1,0
1466,RIDICULOUS!,general,,5,,0,0
1467, Terrible service.,service,,3,,0,0
1468,To me this is family atmosphere.,ambiance,,0,,3,2
1469,Oh yeah...YUM!,food,,1,,4,2
1470,"Consistent, but not all that great, as far as Italian food goes.",food,,1,,3,2
1471,But it's the premier choice for Italian on a budget!,price,,4,,4,2
1472,"If you are looking for a quiet atmosphere, then do not go to TGIF's, it is always loud.",ambiance,,0,,1,0
1473,"The cilantro Margarita was also yummy, sounded odd, but refreshing.",food,,1,,4,2
1474,Sweet potato fried were good too.,food,,1,,3,2
1475,"Plenty of table seating inside or outside on The Park.",ambiance,,0,,3,2
1476,"Great for people watching with the outside seating as it also sits on the Las Vegas Blvd, aka The Strip!",ambiance,,0,,4,2
1477,The parking is plentiful and well lit.,location,,2,,4,2
1478,"The dining area is fine.",ambiance,,0,,2,1
1479,"However, there was a bad smell in the entire place.",ambiance,,0,,1,0
1480,"Usually Olive Garden smells like rich sauces and fresh-baked bread and simmering goodness, but yesterday it smelled like vomit or a NYC Subway bathroom.",ambiance,,0,,0,0
1481,"We got the chicken parmesan  sandwich and it was literally one of the complementary breadsticks cut in half with a piece of chicken, a little sauce and little bit of cheese on top of it.",food,,1,,1,0
1482,but a smelly restaurant,ambiance,,0,,1,0
1483," 
It is with a heavy heart that I am unable to give Olive Garden more than two stars.",general,,5,,1,0
1484,The food and prices are okay.,price,,4,,2,1
1485," It's really the service at this location that isn't good.",service,,3,,1,0
1486," Oh, and the Long Island Iced Tea was pretty potent too.",food,,1,,3,2
1487, I keep coming back.,general,,5,,4,2
1488,"I don't know what to say.",general,,5,,0,0
1489,"They routinely run out of ingredients.",food,,1,,1,0
1490, Help me.,general,,5,,0,0
1491, The pace is excruciatingly glacial.,service,,3,,0,0
1492,This is the slowest most unfriendly Starbucks I've ever been to.,service,,3,,0,0
1493," Had not my steak went back, they would have received 4 stars.",food,,1,,3,2
1494,Again they DONT CARE.,service,,3,,0,0
1495,We are calling the head manager to tell our story as well......most likely won't care either.,service,,3,,0,0
1496,She was explanatory and made sure I had a very pleasurable dining experience.,service,,3,,4,2
1497,"Professional, neat , clean and organized .",general,,5,,4,2
1498,Wow!,general,,5,,4,2
1499,Workers seemed to be miserable to be there and there were some mistakes with the order.,service,,3,,0,0
1500,The cashier put our buzzer number in wrong so we waited forever.,service,,3,,0,0
1501,I was so pleased with the service tonight with it being so busy and they even gave us a free dessert!!,service,,3,,4,2
1502,Our server was the absolute best !,service,,3,,4,2
1503,But there's no reason to be rude without just cause.,service,,3,,3,2
1504,"Very old school, vintage appeal.",ambiance,,0,,4,2
1505,Great patio.,ambiance,,0,,4,2
1506,This is an amazing little shop on 22nd St and McDowell.,general,,5,,1,0
1507,"
The staff was nice, but not friendly (no greetings, recommendations or ""Have you been here or at our other store?",service,,3,,3,2
1508,"That being said, this pizza definitely had a good flavor.",food,,1,,4,2
1509, The caramel latte is very good and the raspberry bar is simply delicious.,food,,1,,3,2
1510,My friend and I enjoyed taking pictures and reading messages encrypted on the walls.,ambiance,,0,,4,2
1511," I really had no expectations for this place other than seeing the pictures and hearing that the lounge next to it, had a spectacular view.",ambiance,,0,,4,2
1512," One of the best views at night, as all the lights from strip is so hypnotizing.",ambiance,,0,,3,2
1513, The foie gras was so tasty and soft.,food,,1,,3,2
1514,"Expensive, but worth it.",price,,4,,3,2
1515,"Be prepared to spend, but it is well worth it!",price,,4,,4,2
1516,I recommend coming to BOA.,general,,5,,3,2
1517, I like the ambience; you feel like you're in a tropical oasis.,ambiance,,0,,3,2
1518," It was set up with chairs on either side, and there was a nice aisle down the middle for Aggie to walk down.",ambiance,,0,,3,2
1519,"The room is dim and warm, and is decorated with all sorts of peculiarities.",ambiance,,0,,4,2
1520,Just magnificent and romantic.,ambiance,,0,,4,2
1521,The decor was so elegant and the ambiance was tranquil especially sitting out on the patio where the water was so were able to watch quite a few water shows during our two hour dinner.,ambiance,,0,,4,2
1522,"the restaurant's interior is beautifully designed, with sleek dim blue lighting and gorgeous details such as the dividers of each section in the restaurant.",ambiance,,0,,3,2
1523,I just don't get it.,general,,5,,1,0
1524,"But I'm sorry, what it gains in design, it lacks in taste.",ambiance,,0,,2,1
1525,"This has to be one of the most over-hyped, over priced restaurants I've ever dined at.",price,,4,,0,0
1526,Still disappointing.,general,,5,,0,0
1527,"Don't get the beef tenderloin ""Mongolian"" style.",food,,1,,0,0
1528,It was tough slices of beef with a bunch of slices of bell peppers thrown in.,food,,1,,0,0
1529,The hot & sour soup was okay...,food,,1,,2,1
1530,The only other thing I can remember were the shrimp dumplings which were pretty good.,food,,1,,4,2
1531,It doesn't justify the pricey bill you will receive at the end of your experience.,price,,1,,1,0
1532,I really like the atmosphere in the South Beach location which is the only reason why I am giving this place 2 stars.,ambiance,,0,,4,2
1533,save your money.,general,,5,,0,0
1534,I've been to this Cafe Rio on numerous occasions and this last time really annoyed me.,general,,5,,0,0
1535,So I ordered my salad and noticed that she put a plain tortilla (without it put on the grill with cheese) so I asked and she told me that they don't do that anymore because ppl have allergies.,service,,3,,1,0
1536,Well every time I come in they did it without asking.,service,,3,,1,0
1537,So she should have asked how I want it.,service,,3,,1,0
1538,Then she rolled her eyes at one of her coworkers at something they did.,service,,3,,1,0
1539,It took about 35 mins to get through the line of about 13 people in front of me.,service,,3,,1,0
1540,Nobody was welcoming or friendly.,service,,3,,1,0
1541,Service was spot on.,service,,3,,4,2
1542,Placed our order and within 5 minutes we were chowing down.,service,,3,,3,2
1543,I would highly recommend this to any sit down and it could top any buffet on the north rest part of the valley.,food,,1,,4,2
1544,"I asked for egg whites in my Benedict eggs and they told me it was not possible, (first time in my life that they can't do it) I had to order something else!",service,,1,,1,0
1545,Amazing food!,food,,1,,4,2
1546,"We love Greek food and we love Milos, this restaurant menu is very similar but with even more options, it is less formal so even better for the kids and they have live Greek music (very loud by the way) witch makes it annoying, but fun and different.",ambiance,,0,,3,2
1547,"10000000 stars but service, food is decent & overly priced.",service,,3,,4,2
1548,The Pittsburgh location doesn't meet expectations.,general,,5,,1,0
1549,"Delicious food, great presentation, huge wine selection,",food,,1,,4,2
1550, service is outstanding.,service,,3,,4,2
1551,So he literally ran across the street to another the restaurant (we watched from the window in awe) and brought back a new bottle of a1!,service,,3,,4,2
1552,100000000 star props to the waiter!,service,,3,,4,2
1553,He went above and beyond our expectations!,service,,3,,4,2
1554,New & improved!,general,,5,,3,2
1555,"Clean, good service, hilarious staff!",service,,3,,4,2
1556,Food was fresh & done to perfection,food,,1,,4,2
1557,We are sitting here for almost 2 hours with no food!,service,,3,,0,0
1558, i guess something is amiss in the kitchen.,food,,1,,1,0
1559, I would not recommend this restaurant currently.,general,,5,,0,0
1560,Food - amazing.,food,,1,,4,2
1561, Hands down the best pasta ever.,food,,1,,4,2
1562,  I recommend going to the bar and ordering a glass of wine and some a la carte items.,food,,1,,4,2
1563," If you sit down for dinner, you will spend hundreds of dollars, and I don't think the service levels at the restaurant justify the prices.",price,,4,,1,0
1564," The restaurant is on the first floor in the back and is large and decorated in an expensive lodge motif, earthy and woody.",ambiance,,0,,3,2
1565," The kitchen is long and open and you can see, smell and fell the heat of the spit pits and grills.",ambiance,,0,,3,2
1566," Bitter green salad with a lemon vinegar dressing was outstanding, the grilled oysters were fresh but lacked any real grilled flavor so this was the only shortfall of the meal.",food,,1,,3,2
1567, Their spin on Caesar Salad was ridiculously good.,food,,1,,4,2
1568, My wife is a very picky eater and cooks crazy food at home so when she says this was the best salmon or fish dish ever it means something.,food,,1,,4,2
1569,The cauliflower steak was the best I've had and this is one of my favorite veggies so we have often.,food,,1,,4,2
1570," Silky, smooth and you can taste the potato with butter butter butter, crazy good.",food,,1,,4,2
1571,"We sat for hours to catch up, and never felt like we were given the evil eye for taking up a table.",service,,3,,3,2
1572,Delightful.,general,,5,,4,2
1573,"They were already closed, but were kind enough to allow us to join them at the bar for dessert.",service,,3,,3,2
1574,OUR JAWS DROPPED at the presentation!,food,,1,,4,2
1575,"We immediately captured images of these gorgeously amazing, elaborate creations!",food,,1,,4,2
1576,OMG SO GOOD!,general,,5,,4,2
1577,"The staff were attentive, gregarious, generous, and welcoming.",service,,3,,4,2
1578,The desserts and dessert wine were top notch.,food,,1,,4,2
1579,I will never go to this location again.,general,,5,,0,0
1580,"Went in at 9:50 am, 1 person was dining at a table, no line at all, I needed 2 platters for a customer training and the guy working was not at all wanting to help.",service,,3,,1,0
1581,"There were 2 guys working and he said he couldn't guarantee it would be ready in an hour, would try, but no guarantees.",service,,3,,2,1
1582,I came to Bice for a wedding reception and frankly it's a beautiful resto with a huge terrace that is quite aesthetically pleasing.,ambiance,,0,,4,2
1583,The entrance was converted for the reception to a cocktail party and then afterwards into a dance floor.,ambiance,,0,,3,2
1584,The music was great!,ambiance,,0,,4,2
1585,My glass of water was never less than half full.,service,,3,,3,2
1586,The waiters walked around at the start of the evening with glasses of champagne and a wide variety of goodies.,service,,3,,3,2
1587,"If you're coming here for dinner, don't expect your traditional Italian experience with a small ""Casa Di Mama"" resto but rather the work of a renowned chef performing his trade.",food,,1,,4,2
1588,"So, expect beautiful plates that are hopefully big on flavor and beauty but rather small on portion size.",food,,1,,2,1
1589,"You can also expect this experience to make more of an impact to your wallet but as I was a guest, the only thing that came out of my wallet was the donation I made to the bride and groom.",price,,4,,1,0
1590,"Overall, I was thought they were OK but nothing that would make me want to come back, particularly at the price-tag that they ask for.",price,,4,,1,0
1591,Something was in it that didn't make me like it very much.,general,,5,,2,1
1592,The sauce was in particular was average.,food,,1,,2,1
1593,It was classic back in the day that sadly still lives to its reputation and obviously it's expensive due to it.,price,,4,,2,1
1594,Insane!,price,,4,,0,0
1595,"Fat is good people, especially on meats, try it!!!",food,,1,,1,0
1596,Pros: Service was quick and attentive,service,,3,,3,2
1597,Atmosphere felt warm and intimate.,ambiance,,0,,3,2
1598,We were perfectly fine upstairs.,ambiance,,0,,3,2
1599,"While I didn't dine downstairs (due to the fact we it may be loud and wish to have conversations with fellow diners like we do) it seems to be a lot of fun for those willing to dine in a festive ambiance with a live band, dance floor and bar.",ambiance,,0,,4,2
1600,"Sadly, while it looked great, several selections of meats were very average and disappointing.",food,,1,,1,0
1601,The meals in general are quite expensive...,price,,4,,0,0
1602,The sausages didn't float my boat neither.,food,,1,,1,0
1603,The greek salad was somewhat uninspired and didn't feel fresh.,food,,1,,1,0
1604,The calamari plate was small and definitely no where close to the best I've eaten.,food,,1,,1,0
1605,"However, many plates were hit and miss which isn't acceptable...",food,,1,,1,0
1606,"Overall, it's a nice place, with slightly better than average food but mind your budget as a good meal can cost you well over 50$.",general,,4,,3,2
1607, Seemed a little unorganized.,ambiance,,0,,1,0
1608, The medium burger 1/3 lb is quite small.,food,,1,,0,0
1609,I think in and out is a lot better but it is definitely worth trying so you can say 3am and just got to fat burger.,food,,1,,2,1
1610, Consistently great food and service.,food,,1,,4,2
1611, First impressions are the place looks absolutely lovely.,ambiance,,0,,4,2
1612, Lots of details to the wide open space.,ambiance,,0,,4,2
1613, And wide open indeed with a garage door style window in the front behind the bar.,ambiance,,0,,3,2
1614, We were greeted quickly and given drink menus.,service,,3,,3,2
1615," The drink, for us, beer prices were about standard for downtown.",price,,4,,2,1
1616, Between $6-$8 for most.,price,,4,,2,1
1617, Some were really high at $10.00.,price,,4,,0,0
1618," We ordered quickly and asked for menus, but the bartender never brought them.",service,,3,,0,0
1619, I am hoping we have a chance to come back soon and really get the overall experience.,general,,5,,4,2
1620, But for now it's an A-okay place to enjoy an afternoon pint.,general,,5,,2,1
1621,It was very expensive and a little disappointing for all the hype the place gets.,price,,4,,0,0
1622,"Like I said, I had high expectations, and they weren't met...",general,,5,,1,0
1623,"probably wouldn't go again, not with so many other good restaurants to try.",general,,5,,1,0
1624,"I just stopped in for a quick bite and two hot dogs and a sod and fries for 6.00, that was the treat.",price,,4,,3,2
1625,Everything tasted great.,food,,1,,4,2
1626,"There was a huge puddle in the restaurant that had a cup floating in it , but other than I woudl have liked to see the place neater, it was good",ambiance,,0,,2,1
1627,Set up an anniversary dinner during sunset.,ambiance,,0,,3,2
1628,They seated us along the outer rim by the windows.,ambiance,,0,,3,2
1629,The view was spectacular.,ambiance,,0,,4,2
1630, Dinner takes about an hour which allows you to have one full 365 degree rotation.,ambiance,,0,,4,2
1631,"Don't be afraid of the long line, this is a well oiled machine!",service,,3,,3,2
1632,They pump out food faster and better than I've ever seen!,service,,3,,4,2
1633,I've been eating here regularly at lunchtime for over 10 years - my order is always right and we all know how delicious chickfila waffle fries are - need you say more?,food,,1,,4,2
1634,The chicken strips were good and nicely fried.,food,,1,,3,2
1635,the baked mac and cheese was nothing special in my opinion.,food,,1,,2,1
1636,I had one of the most amazing meals of my life here.,food,,1,,4,2
1637, Not cheap.,price,,4,,1,0
1638," Excellent menu, excellent wine list.",food,,1,,4,2
1639," Like Sage, if you're looking for an 'experience', try Johnny's Bar--it's the blue-collar neighborhood brother of Johnny's Downtown.",ambiance,,0,,4,2
1640,"Visited on our anniversary, both ordered chef's Choice.",food,,1,,2,1
1641,"Both of us selected kurobuta (black pig) didn't ask where came from and serving was tad bit small, taste was no different than regular pork belly you find in grocery store.",food,,1,,1,0
1642,"We only ordered sparkling water which Pablo, the best busser ever, never let me refill my glass on my own.",service,,3,,3,2
1643,We were given share plates by a beautiful Czech man wearing a well fitted suit named Robert (the general manager).,service,,3,,3,2
1644,I was very impressed by how hands-on he was and we both really enjoyed conversing with him.,service,,3,,4,2
1645,"I thought the prices were very fair and to be expected with a beautiful restaurant like Sage, the level of service and the value of the food.",price,,4,,4,2
1646,Pay up!,price,,4,,4,2
1647,Wow.,general,,5,,4,2
1648,I look forward to my next visit!,general,,5,,4,2
1649, Sorry.,general,,5,,0,0
1650,Really bad!,general,,5,,0,0
1651,Only later to find out the chicken was jerky dry.,food,,1,,0,0
1652,Such a disappointment!,general,,5,,0,0
1653,At $23 for me and the wifey for subpar food I'd be loco to go there again.,food,,1,,1,0
1654,I know the location is new but the company should have specs and standards.,general,,5,,0,0
1655,Great amount of food for the money but the flavor wasn't there for me.,food,,1,,2,1
1656,Everything came across as kinda spicy but then left a bland taste in my mouth.,food,,1,,1,0
1657, Great Caesar salad.,food,,1,,4,2
1658," Early bird specials are really well priced, I had twin petite fillets.",price,,4,,4,2
1659, However the New York strip steaks were off the regular menu were quite impressive.,food,,1,,4,2
1660,Let me begin to say how disappointed I am at this McDonalds drive thru employee and her Supervisor.,service,,3,,0,0
1661, Lazy and unhappy could be a way to describe their attitude.,service,,3,,0,0
1662," The Supervisor seemed overwhelmed doing her duties managing a McDonalds, nevertheless trying to communicate with customers.",service,,3,,1,0
1663," Her actions seeing this APP was the most difficult thing she's seen, her dull-lazy ILL face expression it self was priceless.",service,,3,,0,0
1664," She asked me what that was, I told her that it was their McDonalds APP that this McDonalds participates in promotions.",service,,3,,0,0
1665, She said that they don't and that the code isn't working.,service,,3,,0,0
1666,I told her that she needed to try again or get her Supervisor to help on this matter.,service,,3,,0,0
1667,When the Supervisor saw that her employee was stalled at the drive thru she stepped into see what was happening.,service,,3,,2,1
1668,"She didn't attempt to put the code in, ask me for it, she typed something else in the screen then told me that they don't honor that here.",service,,3,,0,0
1669,With her strung out face she told me to pay the full price and I'll have to wait for five minutes for my order.,service,,3,,0,0
1670,"Even after that their demeanor was even worst, showing them that receipt was their destruction; their face of being proved wrong was even worse, she punched more nonsense into that screen, mumbling something, she turns around and says that they couldn't honor that coupon.",service,,3,,0,0
1671,They were beautifully and artfully created.,ambiance,,0,,3,2
1672,"WTF, really!",general,,5,,0,0
1673,"If you want IMPECCABLE service, GREAT wait staff, and AMAZING food....DON'T COME HERE.",general,,5,,0,0
1674,YOU SAY HELLO NOT WAIT FOR US TO SAY HI CAN I HAVE A TABLE....OBVIOUSLY we were here to eat and not just stare at you while we WAIT for you to notice us...even though we WERE THE ONLY people in front of you.,service,,3,,0,0
1675,"We had a friend waiting for us and he had stated that he was outside, well I informed the hostess since I didnt want to be rude and just walk in, that we were here to sit outside since a friend already had a table for us.",service,,3,,2,1
1676,"Well, she pointed at the door and stated "" its that way"", then turned back to whatever she was doing....ok.....so we head out sit ourselves down.",service,,3,,1,0
1677,"The waitress was no where to be seen, we even had to waive down another server for refills on drinks.",service,,3,,1,0
1678,"Only other time she actually came was to give us the check....Note to servers, if you have people seated outside, check on them.",service,,3,,1,0
1679,it was packed - mostly a business crowd.,ambiance,,0,,2,1
1680,hostess was very nice and she seated us right next to the window.,service,,3,,4,2
1681,Damn good.,general,,5,,4,2
1682,We had dined at N9ne previously and were less than impressed so this was a great surprise.,general,,5,,4,2
1683," He was polite, but could not keep our drinks in order and could not understand us.",service,,3,,1,0
1684,Beautiful decor with a fantastic view of the fountains and the strip.,ambiance,,0,,4,2
1685, Enjoy,general,,5,,4,2
1686,Typical Wendy's would have been better if there was friendly staff however they were polite just no smiles,service,,3,,1,0
1687,Let's just say my dreams of this place were crushed.,general,,5,,0,0
1688,"So we came, and it wasn't up to par.",general,,5,,0,0
1689,"Thanks waiter, for not caring, being fake and making our special dinner that much more special.",service,,3,,0,0
1690,"End of the story, I complained to a manager as we left.",service,,3,,0,0
1691,"He tried to make it better by offering a drink, or dessert.",service,,3,,2,1
1692,"I'm willing to spend a lot for good meals, but the food and service here just don't justify the price.",price,,4,,1,0
1693,If I could give this establishment 0 stars I would.,general,,5,,0,0
1694,Everyone at this location is over their jobs and never heard of customer service.,service,,3,,0,0
1695,I walked in to a line literally out the door.,service,,3,,0,0
1696,I waited in line for 20 minutes.,service,,3,,0,0
1697,I had to be at a presentation at the resort it was connected to but they decided to make 1 person run the whole fort down.,service,,3,,1,0
1698,I asked for peppers and she said she didn't have any when clearly was in front of our faces.,service,,3,,0,0
1699,The other two employees either hid in that back or sat down and looked miserable.,service,,3,,0,0
1700,She also double charged us.,service,,3,,0,0
1701,Worst establishment ever!,general,,5,,0,0
1702,Get rid of cranky employees who don't enjoy being at a job.,service,,3,,0,0
1703,"The restaurant setting is very elegant, classy, yet comfortable.",ambiance,,0,,4,2
1704,We spent 2-3 hours there (and yet it didn't feel that long- to be honest we never spent that much time in a restaurant feeling that comfortable).,ambiance,,0,,4,2
1705,Service is top- notch!,service,,3,,4,2
1706,"I didn't see the yelpers mention this a lot when I read for reviews, but this is the best mashed potato I have had in my whole life!",food,,1,,4,2
1707,"For me it was okay, but my bf loved it!",food,,1,,4,2
1708,My experience at BOA was extraordinary.,general,,5,,4,2
1709,"The ingredients may sounds strange- namely the balsamic vinegar, but they work so well together I could have had 6 of them (and almost did)!",food,,1,,4,2
1710,Absolutely wonderful.,general,,5,,4,2
1711,"Gawd.....Came in with high expectations, but was disappointed.",general,,5,,1,0
1712,Love this location close to our house and always friendly and convenient.,location,,2,,4,2
1713,"Definitely one of the best sushi places I've been to, anywhere - and definitely one of the spendiest too.",general,,5,,4,2
1714,"But what the hell, when you're in Vegas you have to splurge at least ONE night, yes?",price,,4,,4,2
1715,I've never encountered an unpleasant associate!,service,,3,,4,2
1716,"It's hard to say that I now know what the ""worst McDonalds in the world"" is like but tonight I visited it.",general,,5,,0,0
1717,There is no set menu until you arrive and they'll present you with the menu after you've experienced it.,food,,1,,3,2
1718,"Their prices may have gone up a bit in the last few years, but the food and the experience is worth it.",price,,4,,3,2
1719,Store is CLEAN too!,ambiance,,0,,3,2
1720,The ambience was great,ambiance,,0,,4,2
1721,The service was excellent  ,service,,3,,4,2
1722,and the fish was quite good.,food,,1,,4,2
1723, The servings are really chintzy.,food,,1,,0,0
1724, Slices of the fish are so thin that you can see through them.,food,,1,,1,0
1725," You order one thing, and the waiter will tell you, ""If you like THAT, then we've got THIS thing that's NOT on the menu--and you're gonna love it.""  What they fail to tell you is that the new thing that they're trying to hawk to you as at least double the price of what you originally had planned on ordering.",price,,4,,1,0
1726,I liked the rich and nutty flavor of the hazelnut pastry cream but thought that the choux was a bit soggy.,food,,1,,2,1
1727,I did notice that the restaurant was a bit humid (condensation clung to the windows) and wondered if that had an impact.,ambiance,,0,,1,0
1728,I will leave you with this sentiment: the meal is an enchanting performance so sit back and take joy in it.,food,,1,,4,2
1729,Relish every moment of the experience.,general,,5,,4,2
1730,"Around the corner from Chateau Ramezay, Le Club Chasse et Peche is the epitome of rustic charm.",ambiance,,0,,4,2
1731,"With dark walls and old brick columns, the restaurant had a man-cave vibe that contributed to the congenial and boisterous atmosphere.",ambiance,,0,,3,2
1732,There was the pleasant undercurrent that shows up right before the holidays.,ambiance,,0,,3,2
